lat,lon,year_of_crime
34.1239,-118.3393,2016
34.1239,-118.3393,2016
34.1172,-118.3569,2016
34.098,-118.3479,2016
34.0972,-118.3804,2016
34.1084,-118.3213,2016
34.1016,-118.3267,2016
34.1026,-118.3123,2016
34.0944,-118.3125,2016
34.0944,-118.3125,2016
34.0999,-118.3583,2016
34.098,-118.3363,2016
34.1016,-118.3387,2016
34.1006,-118.3417,2016
34.1016,-118.3333,2016
34.0944,-118.331,2016
34.1053,-118.318,2016
34.0865,-118.3169,2016
34.1016,-118.3333,2016
34.098,-118.3441,2016
34.1053,-118.318,2016
34.0908,-118.3136,2016
34.1052,-118.3375,2016
34.0929,-118.3048,2016
34.1016,-118.3489,2016
34.0981,-118.3615,2016
34.0908,-118.3266,2016
34.098,-118.3201,2016
34.0886,-118.3027,2016
34.0962,-118.349,2016
34.0944,-118.3277,2016
34.1052,-118.3375,2016
34.0981,-118.3032,2016
34.1016,-118.3447,2016
34.0888,-118.3124,2016
34.1016,-118.3267,2016
34.1016,-118.3448,2016
34.1036,-118.3049,2016
34.0962,-118.3386,2016
34.0935,-118.3245,2016
34.1125,-118.3892,2016
34.1016,-118.3374,2016
34.0944,-118.331,2016
34.0981,-118.3136,2016
34.1016,-118.3387,2016
34.1053,-118.3204,2016
34.1042,-118.3361,2016
34.0908,-118.3266,2016
34.0889,-118.3386,2016
34.0992,-118.3414,2016
34.1006,-118.3417,2016
34.1,-118.3113,2016
34.0998,-118.331,2016
34.0998,-118.3447,2016
34.0969,-118.3092,2016
34.0981,-118.3567,2016
34.0981,-118.3567,2016
34.1053,-118.3204,2016
34.0871,-118.3363,2016
34.0871,-118.3363,2016
34.0928,-118.3109,2016
34.1016,-118.3267,2016
34.0929,-118.3048,2016
34.0907,-118.3299,2016
34.1016,-118.3448,2016
34.0975,-118.3915,2016
34.0853,-118.3266,2016
34.0907,-118.3363,2016
34.0926,-118.3374,2016
34.0928,-118.3109,2016
34.0926,-118.3386,2016
34.0962,-118.3288,2016
34.0998,-118.3324,2016
34.1089,-118.3697,2016
34.0962,-118.356,2016
34.0981,-118.3615,2016
34.0944,-118.3277,2016
34.098,-118.3416,2016
34.0981,-118.3092,2016
34.0864,-118.3091,2016
34.0908,-118.3266,2016
34.1032,-118.3348,2016
34.1005,-118.3071,2016
34.1036,-118.3049,2016
34.0926,-118.3386,2016
34.1052,-118.3375,2016
34.1052,-118.3375,2016
34.0849,-118.3091,2016
34.0962,-118.3266,2016
34.0835,-118.3124,2016
34.0998,-118.3324,2016
34.1016,-118.3348,2016
34.0962,-118.3452,2016
34.1,-118.3113,2016
34.1016,-118.3295,2016
34.098,-118.3338,2016
34.1016,-118.331,2016
34.1007,-118.3494,2016
34.1017,-118.3511,2016
34.1016,-118.3417,2016
34.0998,-118.3324,2016
34.1016,-118.3282,2016
34.0871,-118.3244,2016
34.0998,-118.3489,2016
34.0998,-118.3489,2016
34.0871,-118.3266,2016
34.1036,-118.3049,2016
34.098,-118.3338,2016
34.0944,-118.3288,2016
34.1016,-118.3282,2016
34.1003,-118.3022,2016
34.0926,-118.3212,2016
34.1006,-118.3417,2016
34.098,-118.3387,2016
34.0864,-118.3091,2016
34.1038,-118.3151,2016
34.1016,-118.3387,2016
34.1013,-118.3451,2016
34.0898,-118.3277,2016
34.098,-118.3645,2016
34.1016,-118.3333,2016
34.0944,-118.3441,2016
34.098,-118.3363,2016
34.0998,-118.3211,2016
34.1032,-118.3348,2016
34.1001,-118.3093,2016
34.098,-118.3223,2016
34.0926,-118.3266,2016
34.0908,-118.3005,2016
34.0998,-118.3267,2016
34.098,-118.3479,2016
34.0998,-118.3211,2016
34.0885,-118.3092,2016
34.0993,-118.3114,2016
34.0993,-118.3114,2016
34.0979,-118.368,2016
34.0888,-118.3124,2016
34.0994,-118.3005,2016
34.1007,-118.335,2016
34.0907,-118.331,2016
34.0998,-118.3324,2016
34.0862,-118.3091,2016
34.0981,-118.3071,2016
34.1291,-118.3467,2016
34.098,-118.3353,2016
34.0962,-118.3353,2016
34.0962,-118.3288,2016
34.1016,-118.3267,2016
34.0981,-118.3092,2016
34.098,-118.3338,2016
34.0926,-118.3363,2016
34.0997,-118.337,2016
34.131,-118.3452,2016
34.085,-118.3039,2016
34.085,-118.3039,2016
34.085,-118.3039,2016
34.085,-118.3039,2016
34.0981,-118.3005,2016
34.0992,-118.3414,2016
34.11,-118.3717,2016
34.089,-118.3146,2016
34.1037,-118.3252,2016
34.0944,-118.3266,2016
34.0998,-118.3252,2016
34.0871,-118.3157,2016
34.0944,-118.3223,2016
34.0908,-118.3136,2016
34.1016,-118.3333,2016
34.0987,-118.3337,2016
34.0944,-118.355,2016
34.1016,-118.331,2016
34.0926,-118.3428,2016
34.0995,-118.3712,2016
34.0998,-118.3479,2016
34.0962,-118.338,2016
34.1016,-118.3387,2016
34.1129,-118.328,2016
34.0999,-118.3643,2016
34.1053,-118.3192,2016
34.1017,-118.3136,2016
34.0907,-118.3363,2016
34.1017,-118.3224,2016
34.0998,-118.3295,2016
34.0998,-118.3211,2016
34.0908,-118.3223,2016
34.0835,-118.3299,2016
34.1016,-118.3401,2016
34.1016,-118.3387,2016
34.1042,-118.3072,2016
34.1034,-118.3325,2016
34.1017,-118.3245,2016
34.0907,-118.3374,2016
34.0993,-118.3136,2016
34.0885,-118.3092,2016
34.0836,-118.3051,2016
34.1016,-118.3387,2016
34.108,-118.3659,2016
34.1016,-118.3452,2016
34.0944,-118.3277,2016
34.0929,-118.3048,2016
34.0994,-118.3093,2016
34.0944,-118.3428,2016
34.097,-118.3405,2016
34.1034,-118.3322,2016
34.1034,-118.3322,2016
34.093,-118.3013,2016
34.098,-118.3452,2016
34.1016,-118.3333,2016
34.098,-118.351,2016
34.098,-118.351,2016
34.0998,-118.3211,2016
34.1016,-118.3387,2016
34.1016,-118.3387,2016
34.0944,-118.3266,2016
34.098,-118.3332,2016
34.0908,-118.3092,2016
34.1016,-118.3325,2016
34.0926,-118.3289,2016
34.1016,-118.3387,2016
34.0998,-118.3267,2016
34.0944,-118.3528,2016
34.1054,-118.3107,2016
34.0935,-118.331,2016
34.098,-118.3324,2016
34.1016,-118.331,2016
34.0907,-118.3374,2016
34.0987,-118.3337,2016
34.1017,-118.3245,2016
34.0987,-118.3337,2016
34.1036,-118.3049,2016
34.0998,-118.3267,2016
34.1111,-118.3308,2016
34.1017,-118.3224,2016
34.1016,-118.3374,2016
34.1016,-118.3414,2016
34.0987,-118.3337,2016
34.1006,-118.3417,2016
34.1016,-118.3414,2016
34.1042,-118.3394,2016
34.1016,-118.331,2016
34.094,-118.3789,2016
34.0885,-118.3078,2016
34.0944,-118.3342,2016
34.1016,-118.331,2016
34.1052,-118.3375,2016
34.0998,-118.3324,2016
34.0968,-118.3827,2016
34.0998,-118.3211,2016
34.0998,-118.3252,2016
34.095,-118.307,2016
34.0981,-118.3056,2016
34.0962,-118.3415,2016
34.0958,-118.3109,2016
34.0926,-118.3416,2016
34.0835,-118.3266,2016
34.0889,-118.3428,2016
34.1016,-118.3417,2016
34.0907,-118.3299,2016
34.0998,-118.3252,2016
34.1039,-118.3311,2016
34.1039,-118.3267,2016
34.0938,-118.3136,2016
34.103,-118.3196,2016
34.1034,-118.3325,2016
34.1,-118.3113,2016
34.1,-118.3113,2016
34.0908,-118.3136,2016
34.0998,-118.3288,2016
34.1017,-118.318,2016
34.0908,-118.3005,2016
34.0864,-118.3059,2016
34.0907,-118.3404,2016
34.1017,-118.3107,2016
34.098,-118.3363,2016
34.0962,-118.3517,2016
34.1068,-118.3252,2016
34.0962,-118.3266,2016
34.0907,-118.3332,2016
34.1054,-118.3035,2016
34.098,-118.331,2016
34.1032,-118.3348,2016
34.098,-118.3506,2016
34.1017,-118.318,2016
34.0836,-118.3017,2016
34.103,-118.3225,2016
34.0962,-118.3237,2016
34.0981,-118.3056,2016
34.1087,-118.3775,2016
34.1007,-118.3494,2016
34.1016,-118.3282,2016
34.1,-118.3044,2016
34.1016,-118.331,2016
34.1034,-118.3325,2016
34.0944,-118.3277,2016
34.1017,-118.3245,2016
34.1016,-118.3348,2016
34.0944,-118.3405,2016
34.1016,-118.3387,2016
34.1016,-118.3387,2016
34.0835,-118.3114,2016
34.098,-118.3408,2016
34.1084,-118.3213,2016
34.0998,-118.3252,2016
34.0998,-118.3252,2016
34.0998,-118.3252,2016
34.0981,-118.355,2016
34.0962,-118.3288,2016
34.0997,-118.335,2016
34.1016,-118.3414,2016
34.1016,-118.3267,2016
34.1016,-118.3295,2016
34.1017,-118.3093,2016
34.0896,-118.3092,2016
34.1017,-118.3107,2016
34.1006,-118.3417,2016
34.1017,-118.3562,2016
34.103,-118.305,2016
34.1016,-118.331,2016
34.0981,-118.3071,2016
34.0863,-118.3051,2016
34.0908,-118.3092,2016
34.0885,-118.3092,2016
34.1016,-118.3295,2016
34.1016,-118.3295,2016
34.0962,-118.3398,2016
34.1017,-118.3123,2016
34.0951,-118.3031,2016
34.0951,-118.3031,2016
34.1016,-118.3414,2016
34.098,-118.3223,2016
34.0871,-118.3135,2016
34.0981,-118.3092,2016
34.1016,-118.332,2016
34.1016,-118.332,2016
34.1016,-118.332,2016
34.1041,-118.3417,2016
34.0987,-118.3337,2016
34.1016,-118.3361,2016
34.0967,-118.3056,2016
34.0967,-118.3056,2016
34.1017,-118.3093,2016
34.1016,-118.3468,2016
34.0865,-118.3169,2016
34.1037,-118.3252,2016
34.103,-118.3225,2016
34.0907,-118.3386,2016
34.098,-118.3295,2016
34.103,-118.3225,2016
34.103,-118.3225,2016
34.1034,-118.3333,2016
34.1034,-118.3333,2016
34.098,-118.3365,2016
34.1016,-118.3295,2016
34.1016,-118.331,2016
34.1039,-118.3311,2016
34.0926,-118.3266,2016
34.1032,-118.3383,2016
34.0907,-118.3386,2016
34.1083,-118.318,2016
34.1007,-118.3494,2016
34.098,-118.3295,2016
34.0944,-118.3277,2016
34.098,-118.3332,2016
34.1017,-118.3093,2016
34.0944,-118.3125,2016
34.0969,-118.3092,2016
34.0981,-118.3092,2016
34.1016,-118.3295,2016
34.0908,-118.3114,2016
34.1016,-118.3468,2016
34.0944,-118.3528,2016
34.0885,-118.3092,2016
34.098,-118.3223,2016
34.1001,-118.3071,2016
34.1036,-118.3049,2016
34.1036,-118.3035,2016
34.097,-118.3353,2016
34.0926,-118.3266,2016
34.098,-118.331,2016
34.1016,-118.331,2016
34.0863,-118.3039,2016
34.0981,-118.3577,2016
34.1017,-118.318,2016
34.0907,-118.3384,2016
34.0944,-118.3125,2016
34.1016,-118.3387,2016
34.103,-118.3225,2016
34.103,-118.3225,2016
34.103,-118.3225,2016
34.104,-118.3755,2016
34.0889,-118.3244,2016
34.1016,-118.35,2016
34.0848,-118.3091,2016
34.0835,-118.3135,2016
34.1007,-118.3494,2016
34.0926,-118.3363,2016
34.1079,-118.3337,2016
34.1017,-118.3136,2016
34.0896,-118.3092,2016
34.1038,-118.3238,2016
34.0944,-118.3277,2016
34.1039,-118.3311,2016
34.0944,-118.3386,2016
34.1087,-118.3215,2016
34.0944,-118.3277,2016
34.1016,-118.3361,2016
34.098,-118.3416,2016
34.1054,-118.3035,2016
34.0908,-118.3092,2016
34.0908,-118.3136,2016
34.1005,-118.3093,2016
34.1016,-118.3267,2016
34.0908,-118.3234,2016
34.0885,-118.3078,2016
34.0888,-118.3124,2016
34.1007,-118.3494,2016
34.1006,-118.3417,2016
34.1016,-118.3387,2016
34.0967,-118.3366,2016
34.103,-118.3196,2016
34.0908,-118.3092,2016
34.098,-118.3494,2016
34.0987,-118.3337,2016
34.0862,-118.3078,2016
34.1016,-118.3387,2016
34.0994,-118.3093,2016
34.0962,-118.3483,2016
34.0864,-118.3091,2016
34.1017,-118.3582,2016
34.0963,-118.319,2016
34.0963,-118.319,2016
34.1082,-118.3342,2016
34.1016,-118.3452,2016
34.0896,-118.3092,2016
34.0896,-118.3092,2016
34.1007,-118.3494,2016
34.1041,-118.3417,2016
34.1007,-118.3494,2016
34.0962,-118.3398,2016
34.0998,-118.3267,2016
34.0926,-118.3201,2016
34.0962,-118.3295,2016
34.0944,-118.331,2016
34.1016,-118.331,2016
34.0987,-118.3337,2016
34.098,-118.3416,2016
34.1038,-118.3151,2016
34.1,-118.3113,2016
34.1037,-118.3459,2016
34.103,-118.3225,2016
34.0998,-118.3338,2016
34.1018,-118.3071,2016
34.1016,-118.3387,2016
34.1016,-118.3387,2016
34.098,-118.3645,2016
34.0962,-118.355,2016
34.0944,-118.3441,2016
34.098,-118.331,2016
34.0864,-118.3091,2016
34.1017,-118.3158,2016
34.095,-118.3068,2016
34.0981,-118.3092,2016
34.1041,-118.3417,2016
34.1016,-118.3333,2016
34.1017,-118.3093,2016
34.098,-118.3267,2016
34.1016,-118.3361,2016
34.1006,-118.337,2016
34.0962,-118.3353,2016
34.0944,-118.3277,2016
34.1016,-118.3295,2016
34.0929,-118.3048,2016
34.0981,-118.3056,2016
34.098,-118.3267,2016
34.0962,-118.3223,2016
34.0962,-118.3223,2016
34.1017,-118.3245,2016
34.092,-118.3025,2016
34.092,-118.3025,2016
34.1016,-118.331,2016
34.0967,-118.3031,2016
34.0888,-118.3124,2016
34.0998,-118.3267,2016
34.0998,-118.3267,2016
34.1016,-118.3267,2016
34.0998,-118.3211,2016
34.0863,-118.3222,2016
34.1034,-118.3325,2016
34.1034,-118.3325,2016
34.0962,-118.3288,2016
34.098,-118.3332,2016
34.1016,-118.3452,2016
34.098,-118.3223,2016
34.1131,-118.341,2016
34.0944,-118.3266,2016
34.0865,-118.3169,2016
34.1016,-118.3267,2016
34.1039,-118.3311,2016
34.0944,-118.331,2016
34.1017,-118.3511,2016
34.0981,-118.3032,2016
34.1007,-118.3494,2016
34.1007,-118.3494,2016
34.1005,-118.3152,2016
34.0998,-118.3295,2016
34.1038,-118.3267,2016
34.0888,-118.3124,2016
34.103,-118.3225,2016
34.1036,-118.3049,2016
34.0908,-118.3046,2016
34.0919,-118.3077,2016
34.0926,-118.3266,2016
34.0926,-118.3266,2016
34.104,-118.3297,2016
34.098,-118.3267,2016
34.1034,-118.3325,2016
34.0998,-118.331,2016
34.0981,-118.3032,2016
34.098,-118.3441,2016
34.103,-118.3225,2016
34.0958,-118.318,2016
34.0958,-118.318,2016
34.0889,-118.3277,2016
34.1052,-118.3375,2016
34.0899,-118.3244,2016
34.0926,-118.3212,2016
34.1036,-118.302,2016
34.1007,-118.3494,2016
34.0871,-118.3363,2016
34.1002,-118.3805,2016
34.1005,-118.3223,2016
34.1032,-118.3333,2016
34.0987,-118.3337,2016
34.1017,-118.318,2016
34.1016,-118.332,2016
34.0948,-118.3136,2016
34.0999,-118.3752,2016
34.0956,-118.3951,2016
34.104,-118.3755,2016
34.1112,-118.3409,2016
34.1016,-118.3295,2016
34.0933,-118.3025,2016
34.103,-118.305,2016
34.0953,-118.3223,2016
34.095,-118.3056,2016
34.0926,-118.3386,2016
34.1017,-118.3511,2016
34.0962,-118.3496,2016
34.0981,-118.3092,2016
34.1034,-118.3325,2016
34.0885,-118.3078,2016
34.0908,-118.3136,2016
34.0908,-118.3136,2016
34.1053,-118.3454,2016
34.0998,-118.3295,2016
34.0944,-118.318,2016
34.0864,-118.3059,2016
34.098,-118.3528,2016
34.1053,-118.3321,2016
34.0896,-118.3114,2016
34.1016,-118.3387,2016
34.1016,-118.3468,2016
34.1006,-118.337,2016
34.1016,-118.332,2016
34.098,-118.3223,2016
34.0952,-118.3005,2016
34.0998,-118.3252,2016
34.0871,-118.3363,2016
34.0871,-118.3363,2016
34.1016,-118.3414,2016
34.0962,-118.3295,2016
34.1016,-118.3295,2016
34.1016,-118.3333,2016
34.092,-118.3025,2016
34.098,-118.3223,2016
34.098,-118.3441,2016
34.1016,-118.3417,2016
34.098,-118.3267,2016
34.0998,-118.3295,2016
34.098,-118.3517,2016
34.0981,-118.3615,2016
34.0997,-118.335,2016
34.0998,-118.3295,2016
34.1016,-118.3433,2016
34.0995,-118.3867,2016
34.0995,-118.3867,2016
34.1036,-118.3137,2016
34.1034,-118.3325,2016
34.0998,-118.3288,2016
34.0908,-118.3179,2016
34.0848,-118.3091,2016
34.1016,-118.3387,2016
34.1017,-118.3093,2016
34.1016,-118.3348,2016
34.1004,-118.3387,2016
34.1039,-118.3282,2016
34.0998,-118.3295,2016
34.0886,-118.3027,2016
34.1053,-118.3307,2016
34.1007,-118.3494,2016
34.1,-118.3113,2016
34.1,-118.3113,2016
34.0865,-118.3169,2016
34.0998,-118.3295,2016
34.0908,-118.3266,2016
34.1016,-118.3333,2016
34.1016,-118.331,2016
34.0944,-118.3415,2016
34.0926,-118.3428,2016
34.0998,-118.3252,2016
34.1017,-118.3245,2016
34.0908,-118.3266,2016
34.0908,-118.3114,2016
34.0908,-118.3114,2016
34.1098,-118.3267,2016
34.0908,-118.3092,2016
34.1029,-118.3224,2016
34.0962,-118.3223,2016
34.0998,-118.3338,2016
34.0938,-118.3109,2016
34.0944,-118.3472,2016
34.0907,-118.3374,2016
34.1034,-118.3325,2016
34.1036,-118.3049,2016
34.0971,-118.3237,2016
34.0926,-118.3289,2016
34.0888,-118.3124,2016
34.098,-118.3201,2016
34.1007,-118.3494,2016
34.1017,-118.3123,2016
34.1,-118.3113,2016
34.1017,-118.3245,2016
34.1016,-118.3267,2016
34.1054,-118.3093,2016
34.0962,-118.3386,2016
34.1037,-118.3459,2016
34.1034,-118.3333,2016
34.1036,-118.3049,2016
34.1016,-118.3452,2016
34.1016,-118.3361,2016
34.1053,-118.3321,2016
34.0926,-118.3386,2016
34.1018,-118.3072,2016
34.0862,-118.3078,2016
34.1016,-118.3387,2016
34.0962,-118.331,2016
34.0918,-118.3109,2016
34.0918,-118.3109,2016
34.0926,-118.3201,2016
34.1034,-118.3325,2016
34.1016,-118.3282,2016
34.0981,-118.3092,2016
34.1016,-118.3282,2016
34.0928,-118.3092,2016
34.0981,-118.3113,2016
34.1084,-118.3213,2016
34.0998,-118.3295,2016
34.115,-118.3124,2016
34.0908,-118.3244,2016
34.1016,-118.3267,2016
34.1054,-118.3107,2016
34.0944,-118.331,2016
34.098,-118.3223,2016
34.0998,-118.3295,2016
34.1006,-118.3417,2016
34.1016,-118.3387,2016
34.1259,-118.373,2016
34.1016,-118.3387,2016
34.0938,-118.3136,2016
34.1053,-118.3321,2016
34.1016,-118.3361,2016
34.1016,-118.3361,2016
34.1017,-118.3107,2016
34.0934,-118.3861,2016
34.1039,-118.3311,2016
34.1016,-118.3374,2016
34.1079,-118.3337,2016
34.0999,-118.3528,2016
34.1017,-118.3528,2016
34.104,-118.3297,2016
34.1068,-118.3642,2016
34.103,-118.3225,2016
34.1016,-118.331,2016
34.1052,-118.3375,2016
34.1016,-118.3387,2016
34.0944,-118.3415,2016
34.1,-118.3044,2016
34.098,-118.3267,2016
34.0908,-118.3223,2016
34.1016,-118.3417,2016
34.0998,-118.3267,2016
34.0993,-118.3114,2016
34.1016,-118.3333,2016
34.0968,-118.313,2016
34.1034,-118.3325,2016
34.1016,-118.3282,2016
34.11,-118.3361,2016
34.11,-118.3717,2016
34.1036,-118.3049,2016
34.1038,-118.3151,2016
34.0835,-118.3266,2016
34.0944,-118.3125,2016
34.1016,-118.3295,2016
34.1004,-118.3414,2016
34.1032,-118.3361,2016
34.1016,-118.3295,2016
34.0889,-118.3244,2016
34.0939,-118.3092,2016
34.098,-118.3353,2016
34.1017,-118.3107,2016
34.098,-118.3479,2016
34.1158,-118.3286,2016
34.0981,-118.3615,2016
34.098,-118.3441,2016
34.098,-118.3332,2016
34.1034,-118.3325,2016
34.1005,-118.3093,2016
34.0907,-118.3386,2016
34.1018,-118.3056,2016
34.0987,-118.3337,2016
34.0981,-118.3742,2016
34.1016,-118.3295,2016
34.0981,-118.318,2016
34.1017,-118.3147,2016
34.1034,-118.3325,2016
34.1018,-118.3071,2016
34.0835,-118.3299,2016
34.0987,-118.3337,2016
34.098,-118.3416,2016
34.1016,-118.3387,2016
34.1016,-118.3417,2016
34.098,-118.3416,2016
34.1146,-118.3607,2016
34.1034,-118.3333,2016
34.0908,-118.3092,2016
34.098,-118.3365,2016
34.0944,-118.331,2016
34.0899,-118.3244,2016
34.1016,-118.3361,2016
34.1016,-118.3387,2016
34.1016,-118.3333,2016
34.1018,-118.3071,2016
34.1034,-118.3325,2016
34.0889,-118.3386,2016
34.0981,-118.3092,2016
34.098,-118.3494,2016
34.1034,-118.3325,2016
34.0962,-118.3517,2016
34.1034,-118.3325,2016
34.1055,-118.3739,2016
34.0944,-118.3277,2016
34.1007,-118.3494,2016
34.0935,-118.331,2016
34.1016,-118.3387,2016
34.1016,-118.3267,2016
34.1,-118.3113,2016
34.1004,-118.3414,2016
34.0716,-118.3614,2016
34.0447,-118.3633,2016
34.073,-118.3731,2016
34.0516,-118.3314,2016
34.0425,-118.3258,2016
34.0489,-118.3407,2016
34.0803,-118.3474,2016
34.0665,-118.3662,2016
34.0746,-118.3765,2016
34.0517,-118.3674,2016
34.0856,-118.3614,2016
34.0456,-118.3681,2016
34.0496,-118.3425,2016
34.0431,-118.3482,2016
34.0572,-118.3425,2016
34.0838,-118.3614,2016
34.0618,-118.3214,2016
34.0483,-118.372,2016
34.0483,-118.372,2016
34.0452,-118.3351,2016
34.0727,-118.37,2016
34.0782,-118.3463,2016
34.0436,-118.3237,2016
34.051,-118.3538,2016
34.051,-118.3538,2016
34.0743,-118.3626,2016
34.0391,-118.3604,2016
34.0837,-118.3717,2016
34.0761,-118.3731,2016
34.0736,-118.343,2016
34.0418,-118.3269,2016
34.043,-118.3488,2016
34.0408,-118.3497,2016
34.0427,-118.3423,2016
34.0669,-118.3451,2016
34.0439,-118.3449,2016
34.0854,-118.3532,2016
34.0384,-118.343,2016
34.0426,-118.3647,2016
34.0399,-118.3272,2016
34.0463,-118.3429,2016
34.035,-118.3686,2016
34.0625,-118.3549,2016
34.0463,-118.3429,2016
34.0854,-118.3543,2016
34.0735,-118.3828,2016
34.0536,-118.3506,2016
34.0377,-118.3631,2016
34.038,-118.326,2016
34.0427,-118.3423,2016
34.0506,-118.3447,2016
34.0412,-118.3528,2016
34.0782,-118.3695,2016
34.0384,-118.343,2016
34.0746,-118.3765,2016
34.0761,-118.3766,2016
34.0761,-118.3711,2016
34.0835,-118.3452,2016
34.0361,-118.3474,2016
34.0399,-118.3311,2016
34.0716,-118.3614,2016
34.051,-118.3538,2016
34.0764,-118.3789,2016
34.0782,-118.3695,2016
34.0459,-118.3454,2016
34.0534,-118.3762,2016
34.0499,-118.3242,2016
34.0835,-118.3441,2016
34.0699,-118.3511,2016
34.0573,-118.3491,2016
34.0526,-118.3721,2016
34.044,-118.3586,2016
34.0782,-118.3637,2016
34.0431,-118.3418,2016
34.0623,-118.3462,2016
34.0479,-118.3481,2016
34.0489,-118.3524,2016
34.0489,-118.3524,2016
34.052,-118.3741,2016
34.0582,-118.3638,2016
34.0404,-118.3475,2016
34.0367,-118.3283,2016
34.0735,-118.3828,2016
34.0782,-118.3695,2016
34.0459,-118.3454,2016
34.0374,-118.374,2016
34.0846,-118.3464,2016
34.0536,-118.3539,2016
34.0413,-118.3575,2016
34.0724,-118.3838,2016
34.062,-118.3619,2016
34.0677,-118.3548,2016
34.0837,-118.3532,2016
34.0649,-118.3483,2016
34.0453,-118.3504,2016
34.0465,-118.3555,2016
34.0482,-118.3516,2016
34.0582,-118.3638,2016
34.0835,-118.3441,2016
34.0431,-118.3482,2016
34.0431,-118.3482,2016
34.0871,-118.3474,2016
34.0871,-118.3474,2016
34.0726,-118.3463,2016
34.0418,-118.3269,2016
34.0576,-118.3599,2016
34.0459,-118.3374,2016
34.0399,-118.3328,2016
34.079,-118.3273,2016
34.0696,-118.3492,2016
34.0624,-118.3504,2016
34.0534,-118.3762,2016
34.0621,-118.3385,2016
34.0673,-118.3525,2016
34.0621,-118.3348,2016
34.0516,-118.3314,2016
34.0734,-118.3765,2016
34.0761,-118.3731,2016
34.0399,-118.3311,2016
34.0456,-118.3676,2016
34.037,-118.341,2016
34.037,-118.341,2016
34.0418,-118.3269,2016
34.0587,-118.3681,2016
34.0712,-118.359,2016
34.0607,-118.3501,2016
34.0483,-118.3409,2016
34.0414,-118.3539,2016
34.046,-118.3453,2016
34.0417,-118.3594,2016
34.0536,-118.3539,2016
34.0736,-118.343,2016
34.0519,-118.3583,2016
34.036,-118.3527,2016
34.0782,-118.3573,2016
34.0784,-118.3766,2016
34.0527,-118.3354,2016
34.0351,-118.3779,2016
34.0672,-118.3518,2016
34.046,-118.3453,2016
34.0433,-118.3499,2016
34.0433,-118.3499,2016
34.0837,-118.3553,2016
34.0711,-118.343,2016
34.0459,-118.3374,2016
34.0459,-118.3374,2016
34.0453,-118.366,2016
34.0486,-118.3385,2016
34.0373,-118.3774,2016
34.0554,-118.3762,2016
34.0544,-118.3513,2016
34.0762,-118.3474,2016
34.0412,-118.3528,2016
34.0782,-118.3463,2016
34.0465,-118.351,2016
34.0505,-118.3295,2016
34.0372,-118.3423,2016
34.0442,-118.3586,2016
34.037,-118.3425,2016
34.0582,-118.3638,2016
34.0399,-118.3311,2016
34.0519,-118.3683,2016
34.0633,-118.3473,2016
34.0708,-118.3614,2016
34.0558,-118.3706,2016
34.0627,-118.3593,2016
34.0627,-118.3593,2016
34.0837,-118.3574,2016
34.0761,-118.3658,2016
34.0621,-118.3346,2016
34.0516,-118.3643,2016
34.0558,-118.3706,2016
34.073,-118.3731,2016
34.0854,-118.3584,2016
34.0854,-118.3584,2016
34.0782,-118.3695,2016
34.0585,-118.3262,2016
34.0465,-118.3555,2016
34.0669,-118.3456,2016
34.0753,-118.3795,2016
34.0632,-118.3634,2016
34.0709,-118.3795,2016
34.0835,-118.3416,2016
34.0442,-118.3574,2016
34.082,-118.3703,2016
34.0368,-118.3328,2016
34.0522,-118.3334,2016
34.0522,-118.3334,2016
34.0474,-118.3225,2016
34.0734,-118.3765,2016
34.0434,-118.3621,2016
34.0472,-118.3177,2016
34.0478,-118.3459,2016
34.0495,-118.3417,2016
34.0563,-118.3313,2016
34.0425,-118.3258,2016
34.0838,-118.3614,2016
34.0649,-118.3614,2016
34.0572,-118.3482,2016
34.0783,-118.3474,2016
34.0486,-118.3383,2016
34.0505,-118.3295,2016
34.0711,-118.3764,2016
34.0558,-118.3706,2016
34.0368,-118.3328,2016
34.051,-118.3538,2016
34.0677,-118.3548,2016
34.0699,-118.3511,2016
34.0699,-118.3511,2016
34.0399,-118.3435,2016
34.0398,-118.3697,2016
34.0649,-118.3372,2016
34.0736,-118.343,2016
34.073,-118.3731,2016
34.0736,-118.3897,2016
34.0509,-118.364,2016
34.0534,-118.3436,2016
34.046,-118.3453,2016
34.0481,-118.3281,2016
34.0712,-118.359,2016
34.0375,-118.335,2016
34.0836,-118.3486,2016
34.0719,-118.3637,2016
34.0399,-118.3297,2016
34.0529,-118.3519,2016
34.0842,-118.3765,2016
34.0478,-118.3284,2016
34.0362,-118.3413,2016
34.0633,-118.3473,2016
34.0719,-118.3635,2016
34.0447,-118.3284,2016
34.0621,-118.3381,2016
34.0353,-118.3592,2016
34.0558,-118.3706,2016
34.0556,-118.3367,2016
34.0355,-118.3445,2016
34.0782,-118.3614,2016
34.0598,-118.3238,2016
34.0574,-118.3619,2016
34.0372,-118.3744,2016
34.0782,-118.3695,2016
34.0782,-118.3695,2016
34.0762,-118.3543,2016
34.0391,-118.3604,2016
34.0467,-118.3738,2016
34.0726,-118.3463,2016
34.0399,-118.3177,2016
34.0888,-118.3732,2016
34.0837,-118.3532,2016
34.0736,-118.3451,2016
34.0473,-118.3213,2016
34.0761,-118.3766,2016
34.0537,-118.3619,2016
34.0405,-118.3395,2016
34.0836,-118.3511,2016
34.071,-118.3474,2016
34.0441,-118.3378,2016
